il,ilce,ilce-il,yil,ay,satis
Balıkesir,Burhaniye,Burhaniye (Balıkesir),2015,2,128
Balıkesir,Edremit,Edremit (Balıkesir),2015,2,731
Balıkesir,Erdek,Erdek (Balıkesir),2015,2,80
Balıkesir,Gömeç,Gömeç (Balıkesir),2015,2,32
Balıkesir,Gönen,Gönen (Balıkesir),2015,2,67
Balıkesir,Karesi,Karesi (Balıkesir),2015,2,203
Balıkesir,Susurluk,Susurluk (Balıkesir),2015,2,32
Bartın,Merkez,Merkez (Bartın),2015,2,137
Batman,Merkez,Merkez (Batman),2015,2,234
Bayburt,Merkez,Merkez (Bayburt),2015,2,29
Bilecik,Bozüyük,Bozüyük (Bilecik),2015,2,87
Bilecik,Merkez,Merkez (Bilecik),2015,2,211
Bingöl,Merkez,Merkez (Bingöl),2015,2,45
Bitlis,Merkez,Merkez (Bitlis),2015,2,20
Bitlis,Tatvan,Tatvan (Bitlis),2015,2,20
Bolu,Merkez,Merkez (Bolu),2015,2,323
Bolu,Mudurnu,Mudurnu (Bolu),2015,2,117
Burdur,Merkez,Merkez (Burdur),2015,2,110
Bursa,Gemlik,Gemlik (Bursa),2015,2,270
Bursa,Gürsu,Gürsu (Bursa),2015,2,50
Bursa,İnegöl,İnegöl (Bursa),2015,2,315
Bursa,İznik,İznik (Bursa),2015,2,25
Bursa,Karacabey,Karacabey (Bursa),2015,2,105
Bursa,Kestel,Kestel (Bursa),2015,2,100
Bursa,Mudanya,Mudanya (Bursa),2015,2,333
Bursa,Mustafakemalpaşa,Mustafakemalpaşa (Bursa),2015,2,95
Bursa,Nilüfer,Nilüfer (Bursa),2015,2,950
Bursa,Orhangazi,Orhangazi (Bursa),2015,2,97
Bursa,Osmangazi,Osmangazi (Bursa),2015,2,650
Bursa,Yenişehir,Yenişehir (Bursa),2015,2,77
Bursa,Yıldırım,Yıldırım (Bursa),2015,2,364
Çanakkale,Ayvacık,Ayvacık (Çanakkale),2015,2,50
Çanakkale,Biga,Biga (Çanakkale),2015,2,113
Çanakkale,Çan,Çan (Çanakkale),2015,2,32
Çanakkale,Gelibolu,Gelibolu (Çanakkale),2015,2,87
Çanakkale,Lapseki,Lapseki (Çanakkale),2015,2,31
Çanakkale,Merkez,Merkez (Çanakkale),2015,2,413
Çankırı,Merkez,Merkez (Çankırı),2015,2,124
Çorum,İskilip,İskilip (Çorum),2015,2,22
Çorum,Merkez,Merkez (Çorum),2015,2,565
Çorum,Osmancık,Osmancık (Çorum),2015,2,33
Çorum,Sungurlu,Sungurlu (Çorum),2015,2,42
Denizli,Acıpayam,Acıpayam (Denizli),2015,2,42
Denizli,Merkezefendi,Merkezefendi (Denizli),2015,2,502
Denizli,Pamukkale,Pamukkale (Denizli),2015,2,502
Denizli,Sarayköy,Sarayköy (Denizli),2015,2,21
Diyarbakır,Bağlar,Bağlar (Diyarbakır),2015,2,236
Diyarbakır,Bismil,Bismil (Diyarbakır),2015,2,23
Diyarbakır,Ergani,Ergani (Diyarbakır),2015,2,77
Diyarbakır,Kayapınar,Kayapınar (Diyarbakır),2015,2,637
Diyarbakır,Silvan,Silvan (Diyarbakır),2015,2,22
Diyarbakır,Yenişehir,Yenişehir (Diyarbakır),2015,2,159
Düzce,Akçakoca,Akçakoca (Düzce),2015,2,53
Düzce,Merkez,Merkez (Düzce),2015,2,340
Edirne,Enez,Enez (Edirne),2015,2,20
Edirne,Keşan,Keşan (Edirne),2015,2,158
Edirne,Merkez,Merkez (Edirne),2015,2,302
Edirne,Uzunköprü,Uzunköprü (Edirne),2015,2,32
Elazığ,Kovancılar,Kovancılar (Elazığ),2015,2,21
Elazığ,Merkez,Merkez (Elazığ),2015,2,630
Erzincan,Merkez,Merkez (Erzincan),2015,2,119
Erzurum,Aziziye,Aziziye (Erzurum),2015,2,51
Erzurum,Palandöken,Palandöken (Erzurum),2015,2,179
Erzurum,Pasinler,Pasinler (Erzurum),2015,2,203
Erzurum,Yakutiye,Yakutiye (Erzurum),2015,2,191
Eskişehir,Odunpazarı,Odunpazarı (Eskişehir),2015,2,736
Eskişehir,Sivrihisar,Sivrihisar (Eskişehir),2015,2,27
Eskişehir,Tepebaşı,Tepebaşı (Eskişehir),2015,2,900
Gaziantep,Nizip,Nizip (Gaziantep),2015,2,97
Gaziantep,Oğuzeli,Oğuzeli (Gaziantep),2015,2,49
Gaziantep,Şahinbey,Şahinbey (Gaziantep),2015,2,875
Gaziantep,Şehitkamil,Şehitkamil (Gaziantep),2015,2,886
Giresun,Bulancak,Bulancak (Giresun),2015,2,75
Giresun,Espiye,Espiye (Giresun),2015,2,23
Giresun,Görele,Görele (Giresun),2015,2,29
Giresun,Merkez,Merkez (Giresun),2015,2,205
Giresun,Tirebolu,Tirebolu (Giresun),2015,2,24
Gümüşhane,Kelkit,Kelkit (Gümüşhane),2015,2,21
Gümüşhane,Merkez,Merkez (Gümüşhane),2015,2,43
Hatay,Antakya,Antakya (Hatay),2015,2,398
Hatay,Arsuz,Arsuz (Hatay),2015,2,58
Hatay,Belen,Belen (Hatay),2015,2,59
Hatay,Defne,Defne (Hatay),2015,2,154
Hatay,Dörtyol,Dörtyol (Hatay),2015,2,110
Hatay,İskenderun,İskenderun (Hatay),2015,2,293
Hatay,Kırıkhan,Kırıkhan (Hatay),2015,2,90
Hatay,Payas,Payas (Hatay),2015,2,56
Hatay,Reyhanlı,Reyhanlı (Hatay),2015,2,78
Hatay,Samandağ,Samandağ (Hatay),2015,2,32
Iğdır,Merkez,Merkez (Iğdır),2015,2,83
Isparta,Eğirdir,Eğirdir (Isparta),2015,2,20
Isparta,Merkez,Merkez (Isparta),2015,2,310
Isparta,Yalvaç,Yalvaç (Isparta),2015,2,34
İstanbul,Adalar,Adalar (İstanbul),2015,2,25
İstanbul,Arnavutköy,Arnavutköy (İstanbul),2015,2,225
İstanbul,Ataşehir,Ataşehir (İstanbul),2015,2,412
İstanbul,Avcılar,Avcılar (İstanbul),2015,2,549
İstanbul,Bağcılar,Bağcılar (İstanbul),2015,2,303
İstanbul,Bahçelievler,Bahçelievler (İstanbul),2015,2,636
İstanbul,Bakırköy,Bakırköy (İstanbul),2015,2,234
İstanbul,Başakşehir,Başakşehir (İstanbul),2015,2,577
İstanbul,Bayrampaşa,Bayrampaşa (İstanbul),2015,2,231
İstanbul,Beşiktaş,Beşiktaş (İstanbul),2015,2,207
İstanbul,Beykoz,Beykoz (İstanbul),2015,2,33
İstanbul,Beylikdüzü,Beylikdüzü (İstanbul),2015,2,790
İstanbul,Beyoğlu,Beyoğlu (İstanbul),2015,2,220
İstanbul,Büyükçekmece,Büyükçekmece (İstanbul),2015,2,463
İstanbul,Çatalca,Çatalca (İstanbul),2015,2,64
İstanbul,Çekmeköy,Çekmeköy (İstanbul),2015,2,418
İstanbul,Esenler,Esenler (İstanbul),2015,2,230
İstanbul,Esenyurt,Esenyurt (İstanbul),2015,2,3134
İstanbul,Eyüp,Eyüp (İstanbul),2015,2,288
İstanbul,Fatih,Fatih (İstanbul),2015,2,420
İstanbul,Gaziosmanpaşa,Gaziosmanpaşa (İstanbul),2015,2,548
İstanbul,Güngören,Güngören (İstanbul),2015,2,227
İstanbul,Kadıköy,Kadıköy (İstanbul),2015,2,566
İstanbul,Kağıthane,Kağıthane (İstanbul),2015,2,511
İstanbul,Kartal,Kartal (İstanbul),2015,2,620
İstanbul,Küçükçekmece,Küçükçekmece (İstanbul),2015,2,547
İstanbul,Maltepe,Maltepe (İstanbul),2015,2,612
İstanbul,Pendik,Pendik (İstanbul),2015,2,853
İstanbul,Sancaktepe,Sancaktepe (İstanbul),2015,2,713
İstanbul,Sarıyer,Sarıyer (İstanbul),2015,2,179
İstanbul,Şile,Şile (İstanbul),2015,2,56
İstanbul,Silivri,Silivri (İstanbul),2015,2,288
İstanbul,Şişli,Şişli (İstanbul),2015,2,348
İstanbul,Sultanbeyli,Sultanbeyli (İstanbul),2015,2,57
İstanbul,Sultangazi,Sultangazi (İstanbul),2015,2,510
İstanbul,Tuzla,Tuzla (İstanbul),2015,2,285
İstanbul,Ümraniye,Ümraniye (İstanbul),2015,2,749
İstanbul,Üsküdar,Üsküdar (İstanbul),2015,2,359
İstanbul,Zeytinburnu,Zeytinburnu (İstanbul),2015,2,203
İzmir,Aliağa,Aliağa (İzmir),2015,2,185
İzmir,Balçova,Balçova (İzmir),2015,2,130
İzmir,Bayraklı,Bayraklı (İzmir),2015,2,338
İzmir,Bergama,Bergama (İzmir),2015,2,96
İzmir,Bornova,Bornova (İzmir),2015,2,309
İzmir,Buca,Buca (İzmir),2015,2,605
İzmir,Çeşme,Çeşme (İzmir),2015,2,99
İzmir,Çiğli,Çiğli (İzmir),2015,2,338
İzmir,Dikili,Dikili (İzmir),2015,2,157
İzmir,Foça,Foça (İzmir),2015,2,73
İzmir,Gaziemir,Gaziemir (İzmir),2015,2,150
İzmir,Güzelbahçe,Güzelbahçe (İzmir),2015,2,40
İzmir,Karabağlar,Karabağlar (İzmir),2015,2,524
İzmir,Karaburun,Karaburun (İzmir),2015,2,24
İzmir,Karşıyaka,Karşıyaka (İzmir),2015,2,767
İzmir,Kemalpaşa,Kemalpaşa (İzmir),2015,2,132
İzmir,Konak,Konak (İzmir),2015,2,397
İzmir,Menderes,Menderes (İzmir),2015,2,143
İzmir,Menemen,Menemen (İzmir),2015,2,286
İzmir,Narlıdere,Narlıdere (İzmir),2015,2,108
İzmir,Ödemiş,Ödemiş (İzmir),2015,2,133
İzmir,Seferihisar,Seferihisar (İzmir),2015,2,90
İzmir,Selçuk,Selçuk (İzmir),2015,2,48
İzmir,Tire,Tire (İzmir),2015,2,134
İzmir,Torbalı,Torbalı (İzmir),2015,2,430
İzmir,Urla,Urla (İzmir),2015,2,69
Kahramanmaraş,Afşin,Afşin (Kahramanmaraş),2015,2,35
Kahramanmaraş,Dulkadiroğlu,Dulkadiroğlu (Kahramanmaraş),2015,2,65
Kahramanmaraş,Elbistan,Elbistan (Kahramanmaraş),2015,2,91
Kahramanmaraş,Onikişubat,Onikişubat (Kahramanmaraş),2015,2,446
Karabük,Merkez,Merkez (Karabük),2015,2,199
Karabük,Safranbolu,Safranbolu (Karabük),2015,2,68
Karaman,Ermenek,Ermenek (Karaman),2015,2,25
Karaman,Merkez,Merkez (Karaman),2015,2,197
Kars,Merkez,Merkez (Kars),2015,2,81
Kastamonu,Cide,Cide (Kastamonu),2015,2,52
Kastamonu,Merkez,Merkez (Kastamonu),2015,2,266
Kastamonu,Tosya,Tosya (Kastamonu),2015,2,28
Kayseri,Develi,Develi (Kayseri),2015,2,39
Kayseri,Kocasinan,Kocasinan (Kayseri),2015,2,649
Kayseri,Melikgazi,Melikgazi (Kayseri),2015,2,958
Kayseri,Talas,Talas (Kayseri),2015,2,701
Kilis,Merkez,Merkez (Kilis),2015,2,153
Kırıkkale,Merkez,Merkez (Kırıkkale),2015,2,327
Kırıkkale,Yahşihan,Yahşihan (Kırıkkale),2015,2,95
Kırklareli,Babaeski,Babaeski (Kırklareli),2015,2,34
Kırklareli,Lüleburgaz,Lüleburgaz (Kırklareli),2015,2,218
Kırklareli,Merkez,Merkez (Kırklareli),2015,2,145
Kırşehir,Kaman,Kaman (Kırşehir),2015,2,22
Kırşehir,Merkez,Merkez (Kırşehir),2015,2,249
Kocaeli,Başiskele,Başiskele (Kocaeli),2015,2,194
Kocaeli,Çayırova,Çayırova (Kocaeli),2015,2,125
Kocaeli,Darıca,Darıca (Kocaeli),2015,2,186
Kocaeli,Derince,Derince (Kocaeli),2015,2,148
Kocaeli,Gebze,Gebze (Kocaeli),2015,2,387
Kocaeli,Gölcük,Gölcük (Kocaeli),2015,2,277
Kocaeli,İzmit,İzmit (Kocaeli),2015,2,594
Kocaeli,Kandıra,Kandıra (Kocaeli),2015,2,37
Kocaeli,Karamürsel,Karamürsel (Kocaeli),2015,2,108
Kocaeli,Kartepe,Kartepe (Kocaeli),2015,2,178
Kocaeli,Körfez,Körfez (Kocaeli),2015,2,226
Konya,Akşehir,Akşehir (Konya),2015,2,89
Konya,Beyşehir,Beyşehir (Konya),2015,2,75
Konya,Ereğli,Ereğli (Konya),2015,2,151
Konya,Karapınar,Karapınar (Konya),2015,2,20
Konya,Karatay,Karatay (Konya),2015,2,344
Konya,Meram,Meram (Konya),2015,2,286
Konya,Selçuklu,Selçuklu (Konya),2015,2,1216
Konya,Seydişehir,Seydişehir (Konya),2015,2,31
Kütahya,Gediz,Gediz (Kütahya),2015,2,31
Kütahya,Merkez,Merkez (Kütahya),2015,2,326
Kütahya,Simav,Simav (Kütahya),2015,2,25
Kütahya,Tavşanlı,Tavşanlı (Kütahya),2015,2,51
Malatya,Battalgazi,Battalgazi (Malatya),2015,2,406
Malatya,Yeşilyurt,Yeşilyurt (Malatya),2015,2,415
Manisa,Akhisar,Akhisar (Manisa),2015,2,154
Manisa,Alaşehir,Alaşehir (Manisa),2015,2,64
Manisa,Kırkağaç,Kırkağaç (Manisa),2015,2,21
Manisa,Kula,Kula (Manisa),2015,2,24
Manisa,Salihli,Salihli (Manisa),2015,2,180
Manisa,Saruhanlı,Saruhanlı (Manisa),2015,2,35
Manisa,Şehzadeler,Şehzadeler (Manisa),2015,2,234
Manisa,Soma,Soma (Manisa),2015,2,93
Manisa,Turgutlu,Turgutlu (Manisa),2015,2,159
Manisa,Yunusemre,Yunusemre (Manisa),2015,2,424
Mardin,Artuklu,Artuklu (Mardin),2015,2,175
Mardin,Kızıltepe,Kızıltepe (Mardin),2015,2,121
Mardin,Midyat,Midyat (Mardin),2015,2,57
Mardin,Nusaybin,Nusaybin (Mardin),2015,2,21
Mersin,Akdeniz,Akdeniz (Mersin),2015,2,200
Mersin,Anamur,Anamur (Mersin),2015,2,97
Mersin,Erdemli,Erdemli (Mersin),2015,2,578
Mersin,Mezitli,Mezitli (Mersin),2015,2,574
Mersin,Mut,Mut (Mersin),2015,2,22
Mersin,Silifke,Silifke (Mersin),2015,2,171
Mersin,Tarsus,Tarsus (Mersin),2015,2,228
Mersin,Toroslar,Toroslar (Mersin),2015,2,273
Mersin,Yenişehir,Yenişehir (Mersin),2015,2,757
Muğla,Bodrum,Bodrum (Muğla),2015,2,350
Muğla,Dalaman,Dalaman (Muğla),2015,2,50
Muğla,Datça,Datça (Muğla),2015,2,41
Muğla,Fethiye,Fethiye (Muğla),2015,2,244
Muğla,Marmaris,Marmaris (Muğla),2015,2,89
Muğla,Menteşe,Menteşe (Muğla),2015,2,101
Muğla,Milas,Milas (Muğla),2015,2,206
Muğla,Ortaca,Ortaca (Muğla),2015,2,53
Muğla,Ula,Ula (Muğla),2015,2,20
Muş,Merkez,Merkez (Muş),2015,2,33
Nevşehir,Kozaklı,Kozaklı (Nevşehir),2015,2,69
Nevşehir,Merkez,Merkez (Nevşehir),2015,2,115
Nevşehir,Ürgüp,Ürgüp (Nevşehir),2015,2,39
Niğde,Bor,Bor (Niğde),2015,2,49
Niğde,Merkez,Merkez (Niğde),2015,2,268
Niğde,Ulukışla,Ulukışla (Niğde),2015,2,21
Ordu,Altınordu,Altınordu (Ordu),2015,2,324
Ordu,Fatsa,Fatsa (Ordu),2015,2,175
Ordu,Ünye,Ünye (Ordu),2015,2,139
Osmaniye,Düziçi,Düziçi (Osmaniye),2015,2,25
Osmaniye,Kadirli,Kadirli (Osmaniye),2015,2,97
Osmaniye,Merkez,Merkez (Osmaniye),2015,2,322
Rize,Ardeşen,Ardeşen (Rize),2015,2,33
Rize,Çayeli,Çayeli (Rize),2015,2,44
Rize,Güneysu,Güneysu (Rize),2015,2,39
Rize,Merkez,Merkez (Rize),2015,2,157
Rize,Pazar,Pazar (Rize),2015,2,28
Sakarya,Adapazarı,Adapazarı (Sakarya),2015,2,342
Sakarya,Akyazı,Akyazı (Sakarya),2015,2,85
Sakarya,Erenler,Erenler (Sakarya),2015,2,94
Sakarya,Ferizli,Ferizli (Sakarya),2015,2,51
Sakarya,Geyve,Geyve (Sakarya),2015,2,98
Sakarya,Hendek,Hendek (Sakarya),2015,2,40
Sakarya,Karasu,Karasu (Sakarya),2015,2,372
Sakarya,Pamukova,Pamukova (Sakarya),2015,2,30
Sakarya,Sapanca,Sapanca (Sakarya),2015,2,71
Sakarya,Serdivan,Serdivan (Sakarya),2015,2,331
Samsun,Atakum,Atakum (Samsun),2015,2,511
Samsun,Bafra,Bafra (Samsun),2015,2,114
Samsun,Canik,Canik (Samsun),2015,2,98
Samsun,Çarşamba,Çarşamba (Samsun),2015,2,71
Samsun,İlkadım,İlkadım (Samsun),2015,2,481
Samsun,Tekkeköy,Tekkeköy (Samsun),2015,2,40
Samsun,Terme,Terme (Samsun),2015,2,37
Şanlıurfa,Birecik,Birecik (Şanlıurfa),2015,2,58
Şanlıurfa,Siverek,Siverek (Şanlıurfa),2015,2,107
Şanlıurfa,Viranşehir,Viranşehir (Şanlıurfa),2015,2,82
Siirt,Kurtalan,Kurtalan (Siirt),2015,2,28
Siirt,Merkez,Merkez (Siirt),2015,2,144
Sinop,Boyabat,Boyabat (Sinop),2015,2,43
Sinop,Gerze,Gerze (Sinop),2015,2,48
Sinop,Merkez,Merkez (Sinop),2015,2,77
Sivas,Merkez,Merkez (Sivas),2015,2,357
Sivas,Yıldızeli,Yıldızeli (Sivas),2015,2,45
Tekirdağ,Çerkezköy,Çerkezköy (Tekirdağ),2015,2,487
Tekirdağ,Çorlu,Çorlu (Tekirdağ),2015,2,620
Tekirdağ,Ergene,Ergene (Tekirdağ),2015,2,39
Tekirdağ,Kapaklı,Kapaklı (Tekirdağ),2015,2,196
Tekirdağ,Malkara,Malkara (Tekirdağ),2015,2,44
Tekirdağ,Marmaraereğlisi,Marmaraereğlisi (Tekirdağ),2015,2,254
Tekirdağ,Muratlı,Muratlı (Tekirdağ),2015,2,61
Tekirdağ,Saray,Saray (Tekirdağ),2015,2,51
Tekirdağ,Şarköy,Şarköy (Tekirdağ),2015,2,105
Tekirdağ,Süleymanpaşa,Süleymanpaşa (Tekirdağ),2015,2,459
Tokat,Erbaa,Erbaa (Tokat),2015,2,47
Tokat,Merkez,Merkez (Tokat),2015,2,214
Tokat,Turhal,Turhal (Tokat),2015,2,47
Trabzon,Akçaabat,Akçaabat (Trabzon),2015,2,143
Trabzon,Araklı,Araklı (Trabzon),2015,2,23
Trabzon,Arsin,Arsin (Trabzon),2015,2,55
Trabzon,Beşikdüzü,Beşikdüzü (Trabzon),2015,2,27
Trabzon,Of,Of (Trabzon),2015,2,23
Trabzon,Ortahisar,Ortahisar (Trabzon),2015,2,521
Trabzon,Vakfıkebir,Vakfıkebir (Trabzon),2015,2,37
Trabzon,Yomra,Yomra (Trabzon),2015,2,89
Tunceli,Merkez,Merkez (Tunceli),2015,2,32
Uşak,Merkez,Merkez (Uşak),2015,2,277
Van,Erciş,Erciş (Van),2015,2,11
Van,İpekyolu,İpekyolu (Van),2015,2,226
Yalova,Altınova,Altınova (Yalova),2015,2,29
Yalova,Armutlu,Armutlu (Yalova),2015,2,214
Yalova,Çiftlikköy,Çiftlikköy (Yalova),2015,2,89
Yalova,Çınarcık,Çınarcık (Yalova),2015,2,195
Yalova,Merkez,Merkez (Yalova),2015,2,233
Yalova,Termal,Termal (Yalova),2015,2,25
Yozgat,Merkez,Merkez (Yozgat),2015,2,122
Yozgat,Sorgun,Sorgun (Yozgat),2015,2,50
Yozgat,Yerköy,Yerköy (Yozgat),2015,2,33
Zonguldak,Alaplı,Alaplı (Zonguldak),2015,2,43
Zonguldak,Çaycuma,Çaycuma (Zonguldak),2015,2,39
Zonguldak,Devrek,Devrek (Zonguldak),2015,2,36
Zonguldak,Ereğli,Ereğli (Zonguldak),2015,2,185
Zonguldak,Merkez,Merkez (Zonguldak),2015,2,165
Adana,Ceyhan,Ceyhan (Adana),2015,3,131
Adana,Çukurova,Çukurova (Adana),2015,3,747
Adana,Karataş,Karataş (Adana),2015,3,35
Adana,Kozan,Kozan (Adana),2015,3,149
Adana,Pozantı,Pozantı (Adana),2015,3,20
Adana,Sarıçam,Sarıçam (Adana),2015,3,165
Adana,Seyhan,Seyhan (Adana),2015,3,958
Adana,Yumurtalık,Yumurtalık (Adana),2015,3,54
Adana,Yüreğir,Yüreğir (Adana),2015,3,158
Adıyaman,Besni,Besni (Adıyaman),2015,3,53
Adıyaman,Gölbaşı,Gölbaşı (Adıyaman),2015,3,45
Adıyaman,Kahta,Kahta (Adıyaman),2015,3,39
Adıyaman,Merkez,Merkez (Adıyaman),2015,3,251
Afyonkarahisar,Bolvadin,Bolvadin (Afyonkarahisar),2015,3,34
Afyonkarahisar,Dinar,Dinar (Afyonkarahisar),2015,3,52
Afyonkarahisar,İhsaniye,İhsaniye (Afyonkarahisar),2015,3,111
Afyonkarahisar,Merkez,Merkez (Afyonkarahisar),2015,3,353
Afyonkarahisar,Sandıklı,Sandıklı (Afyonkarahisar),2015,3,34
Ağrı,Doğubayazıt,Doğubayazıt (Ağrı),2015,3,61
Ağrı,Merkez,Merkez (Ağrı),2015,3,61
Aksaray,Merkez,Merkez (Aksaray),2015,3,436
Aksaray,Ortaköy,Ortaköy (Aksaray),2015,3,26
Amasya,Merkez,Merkez (Amasya),2015,3,261
Amasya,Merzifon,Merzifon (Amasya),2015,3,92
Amasya,Suluova,Suluova (Amasya),2015,3,39
Amasya,Taşova,Taşova (Amasya),2015,3,23
Ankara,Akyurt,Akyurt (Ankara),2015,3,84
Ankara,Altındağ,Altındağ (Ankara),2015,3,1096
Ankara,Ayaş,Ayaş (Ankara),2015,3,41
Ankara,Beypazarı,Beypazarı (Ankara),2015,3,220
Ankara,Çankaya,Çankaya (Ankara),2015,3,1956
Ankara,Çubuk,Çubuk (Ankara),2015,3,160
Ankara,Elmadağ,Elmadağ (Ankara),2015,3,99
Ankara,Etimesgut,Etimesgut (Ankara),2015,3,1845
Ankara,Gölbaşı,Gölbaşı (Ankara),2015,3,291
Ankara,Güdül,Güdül (Ankara),2015,3,113
Ankara,Kalecik,Kalecik (Ankara),2015,3,23
Ankara,Kazan,Kazan (Ankara),2015,3,131
Ankara,Keçiören,Keçiören (Ankara),2015,3,2394
Ankara,Kızılcahamam,Kızılcahamam (Ankara),2015,3,111
Ankara,Mamak,Mamak (Ankara),2015,3,1907
Ankara,Polatlı,Polatlı (Ankara),2015,3,228
Ankara,Pursaklar,Pursaklar (Ankara),2015,3,401
Ankara,Şereflikoçhisar,Şereflikoçhisar (Ankara),2015,3,70
Ankara,Sincan,Sincan (Ankara),2015,3,1171
Ankara,Yenimahalle,Yenimahalle (Ankara),2015,3,1739
Antalya,Aksu,Aksu (Antalya),2015,3,123
Antalya,Alanya,Alanya (Antalya),2015,3,1094
Antalya,Döşemealtı,Döşemealtı (Antalya),2015,3,65
Antalya,Elmalı,Elmalı (Antalya),2015,3,38
Antalya,Finike,Finike (Antalya),2015,3,61
Antalya,Gazipaşa,Gazipaşa (Antalya),2015,3,55
Antalya,Kaş,Kaş (Antalya),2015,3,27
Antalya,Kemer,Kemer (Antalya),2015,3,36
Antalya,Kepez,Kepez (Antalya),2015,3,1544
Antalya,Konyaaltı,Konyaaltı (Antalya),2015,3,671
Antalya,Korkuteli,Korkuteli (Antalya),2015,3,103
Antalya,Kumluca,Kumluca (Antalya),2015,3,76
Antalya,Manavgat,Manavgat (Antalya),2015,3,404
Antalya,Muratpaşa,Muratpaşa (Antalya),2015,3,1469
Antalya,Serik,Serik (Antalya),2015,3,137
Artvin,Ardanuç,Ardanuç (Artvin),2015,3,30
Artvin,Hopa,Hopa (Artvin),2015,3,36
Artvin,Merkez,Merkez (Artvin),2015,3,76
Aydın,Didim,Didim (Aydın),2015,3,572
Aydın,Efeler,Efeler (Aydın),2015,3,568
Aydın,Germencik,Germencik (Aydın),2015,3,29
Aydın,İncirliova,İncirliova (Aydın),2015,3,64
Aydın,Kuşadası,Kuşadası (Aydın),2015,3,720
Aydın,Nazilli,Nazilli (Aydın),2015,3,201
Aydın,Söke,Söke (Aydın),2015,3,148
Balıkesir,Altıeylül,Altıeylül (Balıkesir),2015,3,197
Balıkesir,Ayvalık,Ayvalık (Balıkesir),2015,3,226
Balıkesir,Bandırma,Bandırma (Balıkesir),2015,3,421
Balıkesir,Bigadiç,Bigadiç (Balıkesir),2015,3,52
Balıkesir,Burhaniye,Burhaniye (Balıkesir),2015,3,164
Balıkesir,Dursunbey,Dursunbey (Balıkesir),2015,3,20
Balıkesir,Edremit,Edremit (Balıkesir),2015,3,698
Balıkesir,Erdek,Erdek (Balıkesir),2015,3,95
Balıkesir,Gömeç,Gömeç (Balıkesir),2015,3,56
Balıkesir,Gönen,Gönen (Balıkesir),2015,3,118
Balıkesir,Karesi,Karesi (Balıkesir),2015,3,242
Balıkesir,Manyas,Manyas (Balıkesir),2015,3,20
Balıkesir,Susurluk,Susurluk (Balıkesir),2015,3,46
Bartın,Merkez,Merkez (Bartın),2015,3,223
Batman,Merkez,Merkez (Batman),2015,3,283
Bayburt,Merkez,Merkez (Bayburt),2015,3,40
Bilecik,Bozüyük,Bozüyük (Bilecik),2015,3,74
Bilecik,Merkez,Merkez (Bilecik),2015,3,198
Bilecik,Osmaneli,Osmaneli (Bilecik),2015,3,21
Bingöl,Merkez,Merkez (Bingöl),2015,3,82
Bitlis,Merkez,Merkez (Bitlis),2015,3,36
Bitlis,Tatvan,Tatvan (Bitlis),2015,3,47
Bolu,Gerede,Gerede (Bolu),2015,3,34
Bolu,Mengen,Mengen (Bolu),2015,3,46
Bolu,Merkez,Merkez (Bolu),2015,3,351
Bolu,Mudurnu,Mudurnu (Bolu),2015,3,77
Burdur,Bucak,Bucak (Burdur),2015,3,27
Burdur,Merkez,Merkez (Burdur),2015,3,150
Bursa,Gemlik,Gemlik (Bursa),2015,3,381
Bursa,Gürsu,Gürsu (Bursa),2015,3,126
Bursa,İnegöl,İnegöl (Bursa),2015,3,395
Bursa,İznik,İznik (Bursa),2015,3,25
Bursa,Karacabey,Karacabey (Bursa),2015,3,123
Bursa,Kestel,Kestel (Bursa),2015,3,137
Bursa,Mudanya,Mudanya (Bursa),2015,3,350
Bursa,Mustafakemalpaşa,Mustafakemalpaşa (Bursa),2015,3,142
Bursa,Nilüfer,Nilüfer (Bursa),2015,3,1222
Bursa,Orhangazi,Orhangazi (Bursa),2015,3,145
Bursa,Osmangazi,Osmangazi (Bursa),2015,3,1049
Bursa,Yenişehir,Yenişehir (Bursa),2015,3,178
Bursa,Yıldırım,Yıldırım (Bursa),2015,3,463
Çanakkale,Ayvacık,Ayvacık (Çanakkale),2015,3,56
Çanakkale,Biga,Biga (Çanakkale),2015,3,162
Çanakkale,Çan,Çan (Çanakkale),2015,3,53
Çanakkale,Ezine,Ezine (Çanakkale),2015,3,22
Çanakkale,Gelibolu,Gelibolu (Çanakkale),2015,3,106
Çanakkale,Gökçeada,Gökçeada (Çanakkale),2015,3,24
Çanakkale,Lapseki,Lapseki (Çanakkale),2015,3,52
Çanakkale,Merkez,Merkez (Çanakkale),2015,3,427
Çankırı,Merkez,Merkez (Çankırı),2015,3,521
Çorum,İskilip,İskilip (Çorum),2015,3,24
Çorum,Merkez,Merkez (Çorum),2015,3,588
Çorum,Osmancık,Osmancık (Çorum),2015,3,43
Çorum,Sungurlu,Sungurlu (Çorum),2015,3,54
Denizli,Acıpayam,Acıpayam (Denizli),2015,3,46
Denizli,Buldan,Buldan (Denizli),2015,3,35
Denizli,Honaz,Honaz (Denizli),2015,3,68
Denizli,Kale,Kale (Denizli),2015,3,94
Denizli,Merkezefendi,Merkezefendi (Denizli),2015,3,553
Denizli,Pamukkale,Pamukkale (Denizli),2015,3,545
Denizli,Sarayköy,Sarayköy (Denizli),2015,3,23
Diyarbakır,Bağlar,Bağlar (Diyarbakır),2015,3,242
