il,ilce,ilce-il,yil,ay,satis
Ankara,Güdül,Güdül (Ankara),2017,1,99
Ankara,Kahramankazan,Kahramankazan (Ankara),2017,1,101
Ankara,Keçiören,Keçiören (Ankara),2017,1,1874
Ankara,Kızılcahamam,Kızılcahamam (Ankara),2017,1,44
Ankara,Mamak,Mamak (Ankara),2017,1,1762
Ankara,Polatlı,Polatlı (Ankara),2017,1,184
Ankara,Pursaklar,Pursaklar (Ankara),2017,1,293
Ankara,Şereflikoçhisar,Şereflikoçhisar (Ankara),2017,1,53
Ankara,Sincan,Sincan (Ankara),2017,1,940
Ankara,Yenimahalle,Yenimahalle (Ankara),2017,1,1143
Antalya,Aksu,Aksu (Antalya),2017,1,53
Antalya,Alanya,Alanya (Antalya),2017,1,857
Antalya,Döşemealtı,Döşemealtı (Antalya),2017,1,97
Antalya,Elmalı,Elmalı (Antalya),2017,1,24
Antalya,Finike,Finike (Antalya),2017,1,28
Antalya,Gazipaşa,Gazipaşa (Antalya),2017,1,33
Antalya,Kaş,Kaş (Antalya),2017,1,29
Antalya,Kemer,Kemer (Antalya),2017,1,34
Antalya,Kepez,Kepez (Antalya),2017,1,1301
Antalya,Konyaaltı,Konyaaltı (Antalya),2017,1,439
Antalya,Korkuteli,Korkuteli (Antalya),2017,1,98
Antalya,Kumluca,Kumluca (Antalya),2017,1,79
Antalya,Manavgat,Manavgat (Antalya),2017,1,277
Antalya,Muratpaşa,Muratpaşa (Antalya),2017,1,861
Antalya,Serik,Serik (Antalya),2017,1,97
Artvin,Arhavi,Arhavi (Artvin),2017,1,31
Artvin,Hopa,Hopa (Artvin),2017,1,58
Artvin,Merkez,Merkez (Artvin),2017,1,32
Aydın,Buharkent,Buharkent (Aydın),2017,1,27
Aydın,Didim,Didim (Aydın),2017,1,497
Aydın,Efeler,Efeler (Aydın),2017,1,558
Aydın,Germencik,Germencik (Aydın),2017,1,44
Aydın,İncirliova,İncirliova (Aydın),2017,1,104
Aydın,Kuşadası,Kuşadası (Aydın),2017,1,514
Aydın,Nazilli,Nazilli (Aydın),2017,1,243
Aydın,Söke,Söke (Aydın),2017,1,189
Balıkesir,Altıeylül,Altıeylül (Balıkesir),2017,1,158
Balıkesir,Ayvalık,Ayvalık (Balıkesir),2017,1,152
Balıkesir,Bandırma,Bandırma (Balıkesir),2017,1,266
Balıkesir,Bigadiç,Bigadiç (Balıkesir),2017,1,61
Balıkesir,Burhaniye,Burhaniye (Balıkesir),2017,1,128
Balıkesir,Edremit,Edremit (Balıkesir),2017,1,530
Balıkesir,Erdek,Erdek (Balıkesir),2017,1,50
Balıkesir,Gömeç,Gömeç (Balıkesir),2017,1,24
Balıkesir,Gönen,Gönen (Balıkesir),2017,1,70
Balıkesir,Karesi,Karesi (Balıkesir),2017,1,186
Balıkesir,Sındırgı,Sındırgı (Balıkesir),2017,1,28
Balıkesir,Susurluk,Susurluk (Balıkesir),2017,1,35
Bartın,Merkez,Merkez (Bartın),2017,1,220
Batman,Merkez,Merkez (Batman),2017,1,280
Bayburt,Merkez,Merkez (Bayburt),2017,1,48
Bilecik,Bozüyük,Bozüyük (Bilecik),2017,1,104
Bilecik,Merkez,Merkez (Bilecik),2017,1,186
Bingöl,Genç,Genç (Bingöl),2017,1,37
Bingöl,Merkez,Merkez (Bingöl),2017,1,277
Bitlis,Ahlat,Ahlat (Bitlis),2017,1,50
Bitlis,Merkez,Merkez (Bitlis),2017,1,37
Bolu,Gerede,Gerede (Bolu),2017,1,50
Bolu,Göynük,Göynük (Bolu),2017,1,27
Bolu,Merkez,Merkez (Bolu),2017,1,327
Bolu,Mudurnu,Mudurnu (Bolu),2017,1,75
Burdur,Bucak,Bucak (Burdur),2017,1,39
Burdur,Merkez,Merkez (Burdur),2017,1,196
Bursa,Gemlik,Gemlik (Bursa),2017,1,247
Bursa,Gürsu,Gürsu (Bursa),2017,1,91
Bursa,İnegöl,İnegöl (Bursa),2017,1,313
Bursa,İznik,İznik (Bursa),2017,1,30
Bursa,Karacabey,Karacabey (Bursa),2017,1,119
Bursa,Kestel,Kestel (Bursa),2017,1,163
Bursa,Mudanya,Mudanya (Bursa),2017,1,322
Bursa,Mustafakemalpaşa,Mustafakemalpaşa (Bursa),2017,1,126
Bursa,Nilüfer,Nilüfer (Bursa),2017,1,1056
Bursa,Orhangazi,Orhangazi (Bursa),2017,1,69
Bursa,Osmangazi,Osmangazi (Bursa),2017,1,885
Bursa,Yenişehir,Yenişehir (Bursa),2017,1,63
Bursa,Yıldırım,Yıldırım (Bursa),2017,1,457
Çanakkale,Ayvacık,Ayvacık (Çanakkale),2017,1,55
Çanakkale,Bayramiç,Bayramiç (Çanakkale),2017,1,24
Çanakkale,Biga,Biga (Çanakkale),2017,1,76
Çanakkale,Çan,Çan (Çanakkale),2017,1,40
Çanakkale,Ezine,Ezine (Çanakkale),2017,1,25
Çanakkale,Gelibolu,Gelibolu (Çanakkale),2017,1,83
Çanakkale,Lapseki,Lapseki (Çanakkale),2017,1,37
Çanakkale,Merkez,Merkez (Çanakkale),2017,1,459
Çankırı,Merkez,Merkez (Çankırı),2017,1,139
Çorum,Merkez,Merkez (Çorum),2017,1,520
Çorum,Osmancık,Osmancık (Çorum),2017,1,29
Çorum,Sungurlu,Sungurlu (Çorum),2017,1,29
Denizli,Acıpayam,Acıpayam (Denizli),2017,1,53
Denizli,Merkezefendi,Merkezefendi (Denizli),2017,1,556
Denizli,Pamukkale,Pamukkale (Denizli),2017,1,486
Denizli,Sarayköy,Sarayköy (Denizli),2017,1,39
Diyarbakır,Bağlar,Bağlar (Diyarbakır),2017,1,291
Diyarbakır,Ergani,Ergani (Diyarbakır),2017,1,72
Diyarbakır,Kayapınar,Kayapınar (Diyarbakır),2017,1,628
Diyarbakır,Silvan,Silvan (Diyarbakır),2017,1,40
Diyarbakır,Yenişehir,Yenişehir (Diyarbakır),2017,1,129
Düzce,Akçakoca,Akçakoca (Düzce),2017,1,50
Düzce,Cumayeri,Cumayeri (Düzce),2017,1,24
Düzce,Merkez,Merkez (Düzce),2017,1,370
Edirne,Keşan,Keşan (Edirne),2017,1,115
Edirne,Merkez,Merkez (Edirne),2017,1,220
Edirne,Uzunköprü,Uzunköprü (Edirne),2017,1,58
Elazığ,Kovancılar,Kovancılar (Elazığ),2017,1,42
Elazığ,Merkez,Merkez (Elazığ),2017,1,664
Erzincan,Merkez,Merkez (Erzincan),2017,1,101
Erzurum,Aziziye,Aziziye (Erzurum),2017,1,95
Erzurum,Oltu,Oltu (Erzurum),2017,1,36
Erzurum,Palandöken,Palandöken (Erzurum),2017,1,179
Erzurum,Yakutiye,Yakutiye (Erzurum),2017,1,278
Eskişehir,Odunpazarı,Odunpazarı (Eskişehir),2017,1,787
Eskişehir,Tepebaşı,Tepebaşı (Eskişehir),2017,1,1006
Gaziantep,İslahiye,İslahiye (Gaziantep),2017,1,21
Gaziantep,Nizip,Nizip (Gaziantep),2017,1,152
Gaziantep,Nurdağı,Nurdağı (Gaziantep),2017,1,46
Gaziantep,Oğuzeli,Oğuzeli (Gaziantep),2017,1,47
Gaziantep,Şahinbey,Şahinbey (Gaziantep),2017,1,1049
Gaziantep,Şehitkamil,Şehitkamil (Gaziantep),2017,1,645
Giresun,Bulancak,Bulancak (Giresun),2017,1,95
Giresun,Espiye,Espiye (Giresun),2017,1,45
Giresun,Görele,Görele (Giresun),2017,1,26
Giresun,Merkez,Merkez (Giresun),2017,1,175
Giresun,Piraziz,Piraziz (Giresun),2017,1,20
Giresun,Tirebolu,Tirebolu (Giresun),2017,1,29
Gümüşhane,Kelkit,Kelkit (Gümüşhane),2017,1,21
Gümüşhane,Merkez,Merkez (Gümüşhane),2017,1,24
Hatay,Antakya,Antakya (Hatay),2017,1,311
Hatay,Arsuz,Arsuz (Hatay),2017,1,71
Hatay,Belen,Belen (Hatay),2017,1,80
Hatay,Defne,Defne (Hatay),2017,1,221
Hatay,Dörtyol,Dörtyol (Hatay),2017,1,106
Hatay,Hassa,Hassa (Hatay),2017,1,30
Hatay,İskenderun,İskenderun (Hatay),2017,1,417
Hatay,Kırıkhan,Kırıkhan (Hatay),2017,1,104
Hatay,Payas,Payas (Hatay),2017,1,46
Hatay,Reyhanlı,Reyhanlı (Hatay),2017,1,70
Hatay,Samandağ,Samandağ (Hatay),2017,1,40
Iğdır,Merkez,Merkez (Iğdır),2017,1,88
Isparta,Eğirdir,Eğirdir (Isparta),2017,1,45
Isparta,Merkez,Merkez (Isparta),2017,1,369
İstanbul,Arnavutköy,Arnavutköy (İstanbul),2017,1,265
İstanbul,Ataşehir,Ataşehir (İstanbul),2017,1,416
İstanbul,Avcılar,Avcılar (İstanbul),2017,1,373
İstanbul,Bağcılar,Bağcılar (İstanbul),2017,1,316
İstanbul,Bahçelievler,Bahçelievler (İstanbul),2017,1,529
İstanbul,Bakırköy,Bakırköy (İstanbul),2017,1,294
İstanbul,Başakşehir,Başakşehir (İstanbul),2017,1,434
İstanbul,Bayrampaşa,Bayrampaşa (İstanbul),2017,1,162
İstanbul,Beşiktaş,Beşiktaş (İstanbul),2017,1,127
İstanbul,Beykoz,Beykoz (İstanbul),2017,1,22
İstanbul,Beylikdüzü,Beylikdüzü (İstanbul),2017,1,942
İstanbul,Beyoğlu,Beyoğlu (İstanbul),2017,1,114
İstanbul,Büyükçekmece,Büyükçekmece (İstanbul),2017,1,348
İstanbul,Çatalca,Çatalca (İstanbul),2017,1,32
İstanbul,Çekmeköy,Çekmeköy (İstanbul),2017,1,346
İstanbul,Esenler,Esenler (İstanbul),2017,1,283
İstanbul,Esenyurt,Esenyurt (İstanbul),2017,1,3314
İstanbul,Eyüp,Eyüp (İstanbul),2017,1,336
İstanbul,Fatih,Fatih (İstanbul),2017,1,236
İstanbul,Gaziosmanpaşa,Gaziosmanpaşa (İstanbul),2017,1,393
İstanbul,Güngören,Güngören (İstanbul),2017,1,162
İstanbul,Kadıköy,Kadıköy (İstanbul),2017,1,531
İstanbul,Kağıthane,Kağıthane (İstanbul),2017,1,356
İstanbul,Kartal,Kartal (İstanbul),2017,1,604
İstanbul,Küçükçekmece,Küçükçekmece (İstanbul),2017,1,445
İstanbul,Maltepe,Maltepe (İstanbul),2017,1,415
İstanbul,Pendik,Pendik (İstanbul),2017,1,679
İstanbul,Sancaktepe,Sancaktepe (İstanbul),2017,1,732
İstanbul,Sarıyer,Sarıyer (İstanbul),2017,1,90
İstanbul,Şile,Şile (İstanbul),2017,1,36
İstanbul,Silivri,Silivri (İstanbul),2017,1,341
İstanbul,Şişli,Şişli (İstanbul),2017,1,217
İstanbul,Sultanbeyli,Sultanbeyli (İstanbul),2017,1,133
İstanbul,Sultangazi,Sultangazi (İstanbul),2017,1,427
İstanbul,Tuzla,Tuzla (İstanbul),2017,1,389
İstanbul,Ümraniye,Ümraniye (İstanbul),2017,1,522
İstanbul,Üsküdar,Üsküdar (İstanbul),2017,1,264
İstanbul,Zeytinburnu,Zeytinburnu (İstanbul),2017,1,178
İzmir,Aliağa,Aliağa (İzmir),2017,1,97
İzmir,Balçova,Balçova (İzmir),2017,1,115
İzmir,Bayındır,Bayındır (İzmir),2017,1,26
İzmir,Bayraklı,Bayraklı (İzmir),2017,1,346
İzmir,Bergama,Bergama (İzmir),2017,1,113
İzmir,Bornova,Bornova (İzmir),2017,1,257
İzmir,Buca,Buca (İzmir),2017,1,709
İzmir,Çeşme,Çeşme (İzmir),2017,1,59
İzmir,Çiğli,Çiğli (İzmir),2017,1,377
İzmir,Dikili,Dikili (İzmir),2017,1,121
İzmir,Foça,Foça (İzmir),2017,1,79
İzmir,Gaziemir,Gaziemir (İzmir),2017,1,125
İzmir,Güzelbahçe,Güzelbahçe (İzmir),2017,1,73
İzmir,Karabağlar,Karabağlar (İzmir),2017,1,442
İzmir,Karaburun,Karaburun (İzmir),2017,1,42
İzmir,Karşıyaka,Karşıyaka (İzmir),2017,1,691
İzmir,Kemalpaşa,Kemalpaşa (İzmir),2017,1,90
İzmir,Konak,Konak (İzmir),2017,1,316
İzmir,Menderes,Menderes (İzmir),2017,1,173
İzmir,Menemen,Menemen (İzmir),2017,1,313
İzmir,Narlıdere,Narlıdere (İzmir),2017,1,81
İzmir,Ödemiş,Ödemiş (İzmir),2017,1,171
İzmir,Seferihisar,Seferihisar (İzmir),2017,1,120
İzmir,Selçuk,Selçuk (İzmir),2017,1,59
İzmir,Tire,Tire (İzmir),2017,1,104
İzmir,Torbalı,Torbalı (İzmir),2017,1,461
İzmir,Urla,Urla (İzmir),2017,1,80
Kahramanmaraş,Afşin,Afşin (Kahramanmaraş),2017,1,52
Kahramanmaraş,Dulkadiroğlu,Dulkadiroğlu (Kahramanmaraş),2017,1,151
Kahramanmaraş,Elbistan,Elbistan (Kahramanmaraş),2017,1,161
Kahramanmaraş,Göksun,Göksun (Kahramanmaraş),2017,1,27
Kahramanmaraş,Onikişubat,Onikişubat (Kahramanmaraş),2017,1,639
Kahramanmaraş,Pazarcık,Pazarcık (Kahramanmaraş),2017,1,23
Karabük,Merkez,Merkez (Karabük),2017,1,210
Karabük,Safranbolu,Safranbolu (Karabük),2017,1,67
Karaman,Merkez,Merkez (Karaman),2017,1,202
Kars,Merkez,Merkez (Kars),2017,1,159
Kastamonu,Cide,Cide (Kastamonu),2017,1,38
Kastamonu,Merkez,Merkez (Kastamonu),2017,1,338
Kastamonu,Taşköprü,Taşköprü (Kastamonu),2017,1,32
Kastamonu,Tosya,Tosya (Kastamonu),2017,1,35
Kayseri,Develi,Develi (Kayseri),2017,1,45
Kayseri,Kocasinan,Kocasinan (Kayseri),2017,1,750
Kayseri,Melikgazi,Melikgazi (Kayseri),2017,1,1061
Kayseri,Talas,Talas (Kayseri),2017,1,443
Kilis,Merkez,Merkez (Kilis),2017,1,200
Kırıkkale,Merkez,Merkez (Kırıkkale),2017,1,274
Kırıkkale,Yahşihan,Yahşihan (Kırıkkale),2017,1,132
Kırklareli,Babaeski,Babaeski (Kırklareli),2017,1,26
Kırklareli,Lüleburgaz,Lüleburgaz (Kırklareli),2017,1,182
Kırklareli,Merkez,Merkez (Kırklareli),2017,1,179
Kırklareli,Vize,Vize (Kırklareli),2017,1,20
Kırşehir,Merkez,Merkez (Kırşehir),2017,1,231
Kırşehir,Mucur,Mucur (Kırşehir),2017,1,21
Kocaeli,Başiskele,Başiskele (Kocaeli),2017,1,228
Kocaeli,Çayırova,Çayırova (Kocaeli),2017,1,56
Kocaeli,Darıca,Darıca (Kocaeli),2017,1,222
Kocaeli,Derince,Derince (Kocaeli),2017,1,170
Kocaeli,Gebze,Gebze (Kocaeli),2017,1,539
Kocaeli,Gölcük,Gölcük (Kocaeli),2017,1,361
Kocaeli,İzmit,İzmit (Kocaeli),2017,1,564
Kocaeli,Kandıra,Kandıra (Kocaeli),2017,1,25
Kocaeli,Karamürsel,Karamürsel (Kocaeli),2017,1,100
Kocaeli,Kartepe,Kartepe (Kocaeli),2017,1,181
Kocaeli,Körfez,Körfez (Kocaeli),2017,1,189
Konya,Akşehir,Akşehir (Konya),2017,1,87
Konya,Beyşehir,Beyşehir (Konya),2017,1,58
Konya,Çumra,Çumra (Konya),2017,1,46
Konya,Ereğli,Ereğli (Konya),2017,1,160
Konya,Ilgın,Ilgın (Konya),2017,1,28
Konya,Karapınar,Karapınar (Konya),2017,1,28
Konya,Karatay,Karatay (Konya),2017,1,346
Konya,Kulu,Kulu (Konya),2017,1,28
Konya,Meram,Meram (Konya),2017,1,213
Konya,Selçuklu,Selçuklu (Konya),2017,1,984
Konya,Seydişehir,Seydişehir (Konya),2017,1,44
Kütahya,Gediz,Gediz (Kütahya),2017,1,31
Kütahya,Merkez,Merkez (Kütahya),2017,1,403
Kütahya,Simav,Simav (Kütahya),2017,1,21
Kütahya,Tavşanlı,Tavşanlı (Kütahya),2017,1,85
Malatya,Battalgazi,Battalgazi (Malatya),2017,1,340
Malatya,Yeşilyurt,Yeşilyurt (Malatya),2017,1,464
Manisa,Akhisar,Akhisar (Manisa),2017,1,196
Manisa,Alaşehir,Alaşehir (Manisa),2017,1,85
Manisa,Kırkağaç,Kırkağaç (Manisa),2017,1,41
Manisa,Salihli,Salihli (Manisa),2017,1,187
Manisa,Saruhanlı,Saruhanlı (Manisa),2017,1,28
Manisa,Şehzadeler,Şehzadeler (Manisa),2017,1,163
Manisa,Soma,Soma (Manisa),2017,1,71
Manisa,Turgutlu,Turgutlu (Manisa),2017,1,282
Manisa,Yunusemre,Yunusemre (Manisa),2017,1,429
Mardin,Artuklu,Artuklu (Mardin),2017,1,222
Mardin,Kızıltepe,Kızıltepe (Mardin),2017,1,162
Mardin,Midyat,Midyat (Mardin),2017,1,130
Mardin,Nusaybin,Nusaybin (Mardin),2017,1,21
Mersin,Akdeniz,Akdeniz (Mersin),2017,1,149
Mersin,Anamur,Anamur (Mersin),2017,1,70
Mersin,Erdemli,Erdemli (Mersin),2017,1,383
Mersin,Mezitli,Mezitli (Mersin),2017,1,511
Mersin,Mut,Mut (Mersin),2017,1,46
Mersin,Silifke,Silifke (Mersin),2017,1,145
Mersin,Tarsus,Tarsus (Mersin),2017,1,305
Mersin,Toroslar,Toroslar (Mersin),2017,1,238
Mersin,Yenişehir,Yenişehir (Mersin),2017,1,699
Muğla,Bodrum,Bodrum (Muğla),2017,1,331
Muğla,Dalaman,Dalaman (Muğla),2017,1,65
Muğla,Datça,Datça (Muğla),2017,1,28
Muğla,Fethiye,Fethiye (Muğla),2017,1,212
Muğla,Marmaris,Marmaris (Muğla),2017,1,90
Muğla,Menteşe,Menteşe (Muğla),2017,1,74
Muğla,Milas,Milas (Muğla),2017,1,205
Muğla,Ortaca,Ortaca (Muğla),2017,1,62
Muğla,Ula,Ula (Muğla),2017,1,25
Muş,Merkez,Merkez (Muş),2017,1,104
Nevşehir,Merkez,Merkez (Nevşehir),2017,1,120
Nevşehir,Ürgüp,Ürgüp (Nevşehir),2017,1,25
Niğde,Bor,Bor (Niğde),2017,1,48
Niğde,Merkez,Merkez (Niğde),2017,1,251
Niğde,Ulukışla,Ulukışla (Niğde),2017,1,38
Ordu,Altınordu,Altınordu (Ordu),2017,1,363
Ordu,Fatsa,Fatsa (Ordu),2017,1,233
Ordu,Ünye,Ünye (Ordu),2017,1,157
Osmaniye,Düziçi,Düziçi (Osmaniye),2017,1,47
Osmaniye,Kadirli,Kadirli (Osmaniye),2017,1,104
Osmaniye,Merkez,Merkez (Osmaniye),2017,1,263
Rize,Ardeşen,Ardeşen (Rize),2017,1,49
Rize,Çayeli,Çayeli (Rize),2017,1,48
Rize,Merkez,Merkez (Rize),2017,1,177
Rize,Pazar,Pazar (Rize),2017,1,21
Sakarya,Adapazarı,Adapazarı (Sakarya),2017,1,413
Sakarya,Akyazı,Akyazı (Sakarya),2017,1,127
Sakarya,Arifiye,Arifiye (Sakarya),2017,1,62
Sakarya,Erenler,Erenler (Sakarya),2017,1,124
Sakarya,Ferizli,Ferizli (Sakarya),2017,1,22
Sakarya,Geyve,Geyve (Sakarya),2017,1,35
Sakarya,Hendek,Hendek (Sakarya),2017,1,71
Sakarya,Karasu,Karasu (Sakarya),2017,1,278
Sakarya,Kocaali,Kocaali (Sakarya),2017,1,22
Sakarya,Pamukova,Pamukova (Sakarya),2017,1,43
Sakarya,Sapanca,Sapanca (Sakarya),2017,1,56
Sakarya,Serdivan,Serdivan (Sakarya),2017,1,362
Samsun,Alaçam,Alaçam (Samsun),2017,1,20
Samsun,Atakum,Atakum (Samsun),2017,1,740
Samsun,Bafra,Bafra (Samsun),2017,1,122
Samsun,Canik,Canik (Samsun),2017,1,102
Samsun,Çarşamba,Çarşamba (Samsun),2017,1,87
Samsun,Havza,Havza (Samsun),2017,1,20
Samsun,İlkadım,İlkadım (Samsun),2017,1,506
Samsun,Tekkeköy,Tekkeköy (Samsun),2017,1,60
Samsun,Terme,Terme (Samsun),2017,1,38
Samsun,Vezirköprü,Vezirköprü (Samsun),2017,1,35
Şanlıurfa,Birecik,Birecik (Şanlıurfa),2017,1,65
Şanlıurfa,Halfeti,Halfeti (Şanlıurfa),2017,1,20
Şanlıurfa,Siverek,Siverek (Şanlıurfa),2017,1,114
Şanlıurfa,Viranşehir,Viranşehir (Şanlıurfa),2017,1,100
Siirt,Kurtalan,Kurtalan (Siirt),2017,1,43
Siirt,Merkez,Merkez (Siirt),2017,1,185
Sinop,Boyabat,Boyabat (Sinop),2017,1,53
Sinop,Gerze,Gerze (Sinop),2017,1,72
Sinop,Merkez,Merkez (Sinop),2017,1,55
Şırnak,Cizre,Cizre (Şırnak),2017,1,37
Sivas,Merkez,Merkez (Sivas),2017,1,856
Sivas,Şarkışla,Şarkışla (Sivas),2017,1,40
Tekirdağ,Çerkezköy,Çerkezköy (Tekirdağ),2017,1,507
Tekirdağ,Çorlu,Çorlu (Tekirdağ),2017,1,497
Tekirdağ,Ergene,Ergene (Tekirdağ),2017,1,53
Tekirdağ,Hayrabolu,Hayrabolu (Tekirdağ),2017,1,27
Tekirdağ,Kapaklı,Kapaklı (Tekirdağ),2017,1,240
Tekirdağ,Malkara,Malkara (Tekirdağ),2017,1,56
Tekirdağ,Marmaraereğlisi,Marmaraereğlisi (Tekirdağ),2017,1,146
Tekirdağ,Muratlı,Muratlı (Tekirdağ),2017,1,45
Tekirdağ,Saray,Saray (Tekirdağ),2017,1,42
Tekirdağ,Şarköy,Şarköy (Tekirdağ),2017,1,135
Tekirdağ,Süleymanpaşa,Süleymanpaşa (Tekirdağ),2017,1,394
Tokat,Erbaa,Erbaa (Tokat),2017,1,33
Tokat,Merkez,Merkez (Tokat),2017,1,193
Tokat,Niksar,Niksar (Tokat),2017,1,22
Tokat,Turhal,Turhal (Tokat),2017,1,64
Tokat,Zile,Zile (Tokat),2017,1,35
Trabzon,Akçaabat,Akçaabat (Trabzon),2017,1,171
Trabzon,Araklı,Araklı (Trabzon),2017,1,32
Trabzon,Arsin,Arsin (Trabzon),2017,1,34
Trabzon,Maçka,Maçka (Trabzon),2017,1,24
Trabzon,Of,Of (Trabzon),2017,1,20
Trabzon,Ortahisar,Ortahisar (Trabzon),2017,1,432
Trabzon,Vakfıkebir,Vakfıkebir (Trabzon),2017,1,32
Trabzon,Yomra,Yomra (Trabzon),2017,1,125
Tunceli,Merkez,Merkez (Tunceli),2017,1,59
Uşak,Merkez,Merkez (Uşak),2017,1,438
Van,Erciş,Erciş (Van),2017,1,8
Van,İpekyolu,İpekyolu (Van),2017,1,308
Van,Tuşba,Tuşba (Van),2017,1,23
Yalova,Altınova,Altınova (Yalova),2017,1,37
Yalova,Armutlu,Armutlu (Yalova),2017,1,188
Yalova,Çiftlikköy,Çiftlikköy (Yalova),2017,1,55
Yalova,Çınarcık,Çınarcık (Yalova),2017,1,140
Yalova,Merkez,Merkez (Yalova),2017,1,185
Yalova,Termal,Termal (Yalova),2017,1,36
Yozgat,Boğazlıyan,Boğazlıyan (Yozgat),2017,1,40
Yozgat,Merkez,Merkez (Yozgat),2017,1,148
Yozgat,Sarıkaya,Sarıkaya (Yozgat),2017,1,23
Yozgat,Sorgun,Sorgun (Yozgat),2017,1,69
Yozgat,Yerköy,Yerköy (Yozgat),2017,1,38
Zonguldak,Alaplı,Alaplı (Zonguldak),2017,1,28
Zonguldak,Çaycuma,Çaycuma (Zonguldak),2017,1,32
Zonguldak,Devrek,Devrek (Zonguldak),2017,1,34
Zonguldak,Ereğli,Ereğli (Zonguldak),2017,1,167
Zonguldak,Merkez,Merkez (Zonguldak),2017,1,277
Adana,Ceyhan,Ceyhan (Adana),2017,2,135
Adana,Çukurova,Çukurova (Adana),2017,2,656
Adana,Karataş,Karataş (Adana),2017,2,36
Adana,Kozan,Kozan (Adana),2017,2,74
Adana,Pozantı,Pozantı (Adana),2017,2,24
Adana,Sarıçam,Sarıçam (Adana),2017,2,382
Adana,Seyhan,Seyhan (Adana),2017,2,732
Adana,Yumurtalık,Yumurtalık (Adana),2017,2,22
Adana,Yüreğir,Yüreğir (Adana),2017,2,120
Adıyaman,Besni,Besni (Adıyaman),2017,2,67
Adıyaman,Gölbaşı,Gölbaşı (Adıyaman),2017,2,31
Adıyaman,Kahta,Kahta (Adıyaman),2017,2,35
Adıyaman,Merkez,Merkez (Adıyaman),2017,2,263
Afyonkarahisar,Bolvadin,Bolvadin (Afyonkarahisar),2017,2,25
Afyonkarahisar,Dinar,Dinar (Afyonkarahisar),2017,2,24
Afyonkarahisar,İhsaniye,İhsaniye (Afyonkarahisar),2017,2,145
Afyonkarahisar,Merkez,Merkez (Afyonkarahisar),2017,2,365
Afyonkarahisar,Sandıklı,Sandıklı (Afyonkarahisar),2017,2,52
Ağrı,Doğubayazıt,Doğubayazıt (Ağrı),2017,2,70
Ağrı,Merkez,Merkez (Ağrı),2017,2,55
Aksaray,Merkez,Merkez (Aksaray),2017,2,374
Amasya,Merkez,Merkez (Amasya),2017,2,171
Amasya,Merzifon,Merzifon (Amasya),2017,2,100
Amasya,Suluova,Suluova (Amasya),2017,2,36
Amasya,Taşova,Taşova (Amasya),2017,2,28
Ankara,Akyurt,Akyurt (Ankara),2017,2,88
Ankara,Altındağ,Altındağ (Ankara),2017,2,865
Ankara,Ayaş,Ayaş (Ankara),2017,2,109
Ankara,Beypazarı,Beypazarı (Ankara),2017,2,107
Ankara,Çankaya,Çankaya (Ankara),2017,2,1649
Ankara,Çubuk,Çubuk (Ankara),2017,2,137
Ankara,Elmadağ,Elmadağ (Ankara),2017,2,51
Ankara,Etimesgut,Etimesgut (Ankara),2017,2,1182
Ankara,Gölbaşı,Gölbaşı (Ankara),2017,2,247
Ankara,Güdül,Güdül (Ankara),2017,2,115
Ankara,Kahramankazan,Kahramankazan (Ankara),2017,2,108
Ankara,Keçiören,Keçiören (Ankara),2017,2,2070
Ankara,Kızılcahamam,Kızılcahamam (Ankara),2017,2,48
Ankara,Mamak,Mamak (Ankara),2017,2,1650
Ankara,Polatlı,Polatlı (Ankara),2017,2,229
Ankara,Pursaklar,Pursaklar (Ankara),2017,2,327
Ankara,Şereflikoçhisar,Şereflikoçhisar (Ankara),2017,2,54
Ankara,Sincan,Sincan (Ankara),2017,2,1053
Ankara,Yenimahalle,Yenimahalle (Ankara),2017,2,1149
Antalya,Aksu,Aksu (Antalya),2017,2,123
Antalya,Alanya,Alanya (Antalya),2017,2,867
Antalya,Döşemealtı,Döşemealtı (Antalya),2017,2,75
Antalya,Elmalı,Elmalı (Antalya),2017,2,28
Antalya,Finike,Finike (Antalya),2017,2,45
Antalya,Gazipaşa,Gazipaşa (Antalya),2017,2,54
Antalya,Kemer,Kemer (Antalya),2017,2,31
Antalya,Kepez,Kepez (Antalya),2017,2,1419
Antalya,Konyaaltı,Konyaaltı (Antalya),2017,2,443
Antalya,Korkuteli,Korkuteli (Antalya),2017,2,89
Antalya,Kumluca,Kumluca (Antalya),2017,2,58
Antalya,Manavgat,Manavgat (Antalya),2017,2,277
Antalya,Muratpaşa,Muratpaşa (Antalya),2017,2,960
Antalya,Serik,Serik (Antalya),2017,2,163
Artvin,Arhavi,Arhavi (Artvin),2017,2,26
Artvin,Hopa,Hopa (Artvin),2017,2,54
Artvin,Merkez,Merkez (Artvin),2017,2,40
Aydın,Çine,Çine (Aydın),2017,2,32
Aydın,Didim,Didim (Aydın),2017,2,578
Aydın,Efeler,Efeler (Aydın),2017,2,594
Aydın,Germencik,Germencik (Aydın),2017,2,22
Aydın,İncirliova,İncirliova (Aydın),2017,2,81
Aydın,Köşk,Köşk (Aydın),2017,2,47
Aydın,Kuşadası,Kuşadası (Aydın),2017,2,696
Aydın,Nazilli,Nazilli (Aydın),2017,2,386
Aydın,Söke,Söke (Aydın),2017,2,199
Balıkesir,Altıeylül,Altıeylül (Balıkesir),2017,2,223
